Books,Clothing,Electronics,Home
0,0,0,2513
8763,5522,4519,0
7808,1796,0,3582
4289,3732,6018,3470
1454,3477,3457,2565
0,9929,873,6865
6171,0,3083,7302
2098,3053,8343,3701
4538,0,2657,5276
0,0,2660,1869
3596,9148,2781,7706
4677,19132,2269,1630
0,6255,2480,928
0,2003,562,2615
677,4112,4959,2545
0,2250,0,0
4034,2606,3169,5163
0,8294,2316,485
0,4560,6091,724
629,3091,5962,0
8744,0,392,6274
10725,0,16304,4527
2942,0,7816,3150
0,2368,4862,8112
0,0,2555,0
4998,4116,4957,0
2618,6202,3822,5014
5396,8555,0,6463
3988,5149,4286,15516
0,4562,0,0
6638,5234,633,3075
2657,4554,7141,5658
2696,3593,0,3903
0,1751,789,0
4118,0,3827,4412
8438,5645,5361,0
0,4593,3760,0
3359,1761,0,0
4852,4538,174,8682
0,3154,7042,0
0,8749,3638,4976
7046,0,4399,0
3541,0,13315,3975
4314,1421,6546,6262
0,2084,3350,3734
7283,256,0,12123
0,7795,7068,4341
6064,0,0,0
5319,0,2362,3824
2315,4663,2870,0
3901,2252,0,3862
9441,4500,0,6245
0,0,10092,4681
0,7664,12675,3703
4735,0,5195,0
7193,3165,4224,6193
4728,7125,0,0
0,1292,0,6086
4029,0,4225,0
637,4584,0,1416
699,3842,0,4511
774,0,0,2055
7579,2728,8405,3052
7141,11538,0,3842
4608,5680,3498,3845
2826,0,1733,14340
2703,3672,3845,0
4014,4751,5825,5644
9493,6138,373,0
4245,4280,4939,1742
0,3234,20984,1473
0,4661,1889,1808
2041,0,3949,6508
956,5114,0,5407
0,2515,5659,3570
1874,6450,4503,4593
2971,1184,1143,0
0,2667,3844,2337
0,11812,5671,5468
8021,1513,0,0
0,6106,2584,1458
4831,895,0,0
0,0,0,980
4717,0,0,1065
3411,4754,4669,1781
2585,2992,0,6472
4957,0,3792,1764
4138,4536,3778,3438
1540,0,0,1840
2005,3065,5787,0
0,4188,0,0
0,9995,0,641
4273,0,3889,4169
8999,0,1206,0
4753,3275,0,3796
0,3591,0,2047
0,2979,0,1340
0,0,14820,2229
0,6392,0,7228
2182,5883,2222,4114
5349,674,13054,5018
570,6111,6215,3426
1820,9064,3278,3382
1706,3249,0,3059
3475,500,0,636
5494,0,1510,0
0,0,1298,0
2713,2372,3305,4242
1136,1523,0,0
3147,3569,4931,6421
670,0,0,4333
9487,6702,3366,12967
5637,2812,1090,6246
4893,322,513,0
6061,0,3204,7450
12378,2550,4451,0
2681,5931,0,8333
0,0,3105,10603
8607,2512,0,6084
1737,6443,8274,0
366,3840,4351,3811
2195,0,0,4558
0,7936,3802,0
396,0,3816,0
0,6070,0,0
4637,4980,3854,8281
5761,4262,15531,12836
0,4320,2322,9283
1510,6440,3129,0
0,7044,3814,0
5955,7779,3969,953
12653,0,3090,5012
0,3685,4373,5039
0,4557,0,3781
3637,10841,4001,8823
0,4549,2332,0
0,0,9178,0
919,0,0,8766
4986,0,0,8737
1764,2312,0,3400
790,5850,3815,2604
2515,6711,6733,0
0,0,5041,1883
0,0,9599,9238
3621,2635,5904,4691
0,1690,7501,1003
4685,0,4133,5601
6134,3473,860,3409
2177,4241,4613,6218
3812,0,0,0
1622,0,1633,4894
5081,6861,0,8156
5191,4097,9051,0
4254,2609,0,6036
3184,0,6304,7836
0,4775,997,0
3746,0,6986,8199
5716,0,0,4372
0,2374,6820,0
3106,2149,3516,16496
0,0,0,9215
2127,320,0,7999
0,3615,5322,0
0,7670,7893,6248
4852,2697,0,6843
3959,0,10366,4336
4814,3074,0,0
7642,8468,597,4380
704,8614,0,2500
2118,4612,5582,3316
5239,0,12965,3368
0,2318,3669,0
3032,0,4128,1365
1513,5537,5641,0
0,0,2742,4918
0,11361,0,0
0,3394,882,3987
15617,3372,5361,0
2344,8322,5159,7741
0,2714,6067,926
2223,3210,0,4401
3447,5911,0,0
5926,1827,3550,384
0,556,12179,1793
11432,0,7397,0
4605,4409,0,3645
8112,1209,12774,879
1895,6570,3443,5244
0,9264,5033,3404
3842,7787,8473,3331
2181,0,0,4809
3246,0,3787,4024
5632,7515,5374,2952
0,1242,5118,0
1529,8451,0,2289
2171,0,4581,5145
0,1854,3019,0
8404,2826,6906,0
8332,7799,4385,0
4383,1031,0,4584
6656,4560,4291,0
3009,3005,1829,3570
2746,3628,8270,9066
11139,4106,2467,8002
0,5384,0,9752
9008,4473,8243,0
615,7182,6215,3807
1884,4994,6979,0
3990,937,9005,0
0,3050,913,0
6218,1700,8506,2032
0,631,10545,1371
4185,0,3583,5411
0,0,0,465
10116,5210,0,899
0,6129,4684,1749
0,4876,1108,4106
8216,0,0,2346
9713,9360,1108,3077
5698,7038,3742,298
0,1896,4884,6258
0,2989,0,1059
3795,11107,12655,770
4799,0,2502,0
0,6849,6140,0
0,8642,8070,1947
0,5734,2044,6112
0,0,0,8489
4316,0,3116,7441
2564,1766,0,4171
12957,1950,3909,4144
0,3445,8734,5572
0,2671,644,3920
12181,4743,3472,2277
848,8037,0,0
2761,9292,4269,653
0,4143,0,0
0,2516,0,1409
3019,1835,3222,0
8616,8249,3684,0
2049,5427,3646,3450
464,1045,0,9646
4762,439,5098,0
4847,0,5699,4654
3702,0,2468,610
4565,0,8653,840
0,7019,10174,970
4579,0,3216,0
392,10339,2279,10680
9228,2009,1231,5405
3117,0,0,3822
5452,244,0,0
2386,0,13092,3690
0,2497,3466,3829
5130,9706,4894,2946
12005,2225,0,2278
0,4242,3251,2842
0,5094,7518,0
3543,373,3786,8461
0,3186,4663,0
1784,5145,4247,2800
2864,0,4761,4022
4827,1696,0,8837
0,7828,0,5693
9610,5160,5526,2395
959,2339,676,10553
2829,1868,3042,1703
3551,0,6389,0
6706,1251,9232,7547
525,9401,2416,5351
0,9599,4220,0
0,4169,0,4782
3015,0,4888,338
6176,4625,1831,5253
7896,2022,5939,3035
1565,4880,0,0
4972,0,0,0
3966,0,2547,4455
9261,3747,0,0
0,0,0,6617
1368,7082,4333,2532
2836,0,3877,9969
3906,0,1609,0
2918,5341,2535,11115
1714,1856,5820,4249
3426,1185,358,4110
0,5016,8500,2681
1074,6991,0,4260
3010,2033,5785,3377
1788,1718,0,4942
2529,0,3490,8735
9675,6020,7723,8086
6529,3739,6592,6204
6219,0,5877,3760
0,4970,2310,0
0,6483,0,5548
4502,0,1403,0
3852,4453,4708,0
2922,0,4848,10354
2857,4613,2784,3801
10760,431,5204,0
0,2786,7744,9605
1516,1057,0,0
6149,3944,1599,4192
5417,0,3842,4210
973,8867,0,9565
8202,5625,0,2813
0,1707,0,4295
0,1109,3809,6268
7197,0,2646,0
0,0,6366,4195
0,0,4548,2934
0,5005,0,0
4924,6931,2288,0
2871,0,0,0
5776,0,2880,0
0,4921,7608,6611
1013,3642,8989,0
1414,9030,4128,6320
0,2403,5011,18016
0,4677,4956,0
1893,0,6828,9919
2160,5640,9326,3789
0,4790,1124,0
288,0,8066,5937
0,0,7896,0
3582,4392,6067,12338
0,0,4326,3086
3489,10850,5944,13046
4503,1782,8429,0
17892,3601,0,11385
3480,4384,3563,0
2357,9434,0,1437
10743,1747,2500,3086
0,0,12295,9271
0,14523,9862,0
0,3093,3688,2092
5927,3816,4297,5315
7676,3993,9954,0
11403,5005,1236,8630
4328,3276,4494,13497
387,3881,0,7735
1232,740,12821,218
0,4146,0,1415
2421,2532,2482,0
0,1042,7376,12325
5698,8026,0,0
9037,6652,3651,3285
4736,0,4248,0
3670,0,0,8556
5272,1470,0,7615
1395,0,0,2638
4594,3483,0,0
3120,3844,4594,760
0,3308,1272,9848
6301,787,1081,2950
4369,6409,4198,6804
1540,4177,0,8208
8841,0,0,0
3293,0,0,3155
4153,0,15694,5889
3731,3112,11698,4146
430,985,2883,3366
3420,2324,1095,6332
7361,7322,0,0
5247,1731,2812,2170
3709,1837,1206,0
5710,3146,0,5159
4831,2578,6512,0
11236,0,0,1898
0,0,0,399
729,0,2605,2294
2597,13422,1501,5512
0,4889,2102,9823
0,5113,4710,4137
0,4287,5135,4231
11789,0,6837,0
3574,1629,7568,2661
501,2245,4524,5113
4964,8231,0,2676
6813,0,0,4579
3254,4763,1114,5491
0,0,2150,0
6637,0,3762,3219
6426,0,7843,8205
942,3048,4079,0
5071,4237,0,0
3230,0,6579,0
0,2387,0,0
7826,7805,2393,2959
7704,3454,0,13292
904,0,0,1141
2305,0,2820,0
6235,3645,2800,7868
4985,3546,0,0
0,8420,4996,0
0,4848,0,0
7137,3888,2629,1222
3795,0,5361,8135
932,2338,2254,3812
2049,1685,0,4119
2127,1764,12605,3206
984,2280,0,0
0,401,4306,2728
4451,3175,6437,5098
6781,5673,833,7560
0,1822,8181,9793
3581,0,0,13229
4319,1413,1684,0
5912,4755,1798,8553
0,0,0,7536
3246,689,3799,7281
7995,1842,2798,5658
4447,0,5490,806
7520,8445,0,2158
601,1621,3943,8147
2864,2315,2918,2879
0,0,6888,11571
3579,0,3903,3523
0,0,8097,1835
4904,0,3925,9697
3902,1823,0,0
3756,5844,5976,0
7365,13113,5135,1941
4891,5183,4249,0
9373,2426,6724,0
0,488,0,3012
4154,8650,11214,0
0,0,2227,0
5919,4878,1497,0
3028,0,0,0
3349,8149,4359,4614
1408,7113,0,532
0,2411,0,8385
598,4759,3490,0
2737,1315,0,0
2893,679,0,3895
2036,5160,4831,4729
4897,5258,0,0
2026,2594,0,0
12368,0,2889,0
0,4314,4796,0
1165,3563,2397,7255
4426,7240,0,0
4351,0,0,4398
4971,6500,704,0
0,5217,1366,0
4590,5565,6507,345
3241,3972,8901,6795
0,9205,0,0
0,2385,9416,0
0,6445,4955,0
1946,2260,3630,0
0,0,0,755
4179,1986,0,3277
0,7666,5283,9431
0,0,7858,5025
7139,10346,0,0
786,3226,0,0
6637,7258,0,0
5291,0,5932,1411
1944,1943,5105,2834
1421,0,535,0
0,3552,0,6093
7279,948,2950,0
0,3879,0,1558
4111,3809,0,5070
9584,2752,0,4960
1451,1956,4809,418
2472,19148,5188,4515
2860,2402,3170,0
4611,8613,12547,2680
0,3132,703,0
0,3648,2028,5777
0,0,6722,4389
0,12005,3868,5044
3976,0,0,7266
5036,0,0,4783
3818,1917,2813,372
0,0,0,7232
13810,13522,1554,0
1493,4856,0,0
0,6288,7763,11938
0,7234,6183,255
3970,10209,0,2011
3956,0,2653,0
4459,1581,7616,3054
1120,5428,0,3503
1565,0,511,1860
1845,0,466,0
1526,4024,7710,8774
935,0,3629,0
5071,1886,3018,2680
0,2247,1785,3821
9994,0,1406,7101
392,0,6615,4750
4462,4033,5330,4511
3162,5732,2423,1686
1106,917,0,418
5301,2838,3309,0
0,4510,0,351
2124,0,5809,1978
3532,2833,3693,7687
10320,858,5076,5200
4602,1121,484,4553
3256,3867,6159,2655
4660,0,1762,0
0,3245,4805,8969
1035,1526,1977,3881
14875,1676,4500,1898
2535,3666,7465,11672
1982,4094,8551,3236
0,0,0,4855
8266,3279,11007,5320
3878,0,0,4418
8603,3709,274,3069
972,4013,2657,8531
1140,1747,0,1517
2217,4728,2914,4272
3596,451,3829,4060
4408,4161,6972,0
0,356,6451,3455
7600,4461,2803,993
6193,12339,3486,6792
4038,0,0,0
0,8921,0,267
5570,1455,15256,7524
5814,2970,3963,3720
3361,6233,5884,3587
0,0,0,8265
4727,5254,5392,0
3982,3841,4725,5170
0,4736,0,0
3365,0,2124,12796
5206,1693,4855,7154
0,4975,2599,0
4710,7138,0,4313
10155,2268,10555,8425
4912,4139,707,7863
8733,5079,4673,0
2021,5139,0,5561
0,0,2816,612
2578,4368,6389,2315
4133,310,1531,3017
8690,0,8297,4113
2507,0,6685,0
8371,4421,5798,5371
0,208,0,0
4143,8974,4825,0
2522,7067,3626,0
0,5056,7042,3952
971,7592,180,1540
0,6466,8269,11044
4448,0,8494,4608
0,4482,2591,3052
0,3448,0,0
0,0,2425,9270
4583,4708,1190,0
1310,12906,0,0
2076,4533,0,5087
5771,5601,461,0
8748,0,0,639
7098,1422,4133,4405
7450,4467,2432,844
5874,0,0,891
0,425,0,2849
0,2357,0,0
5275,3235,3460,4326
0,0,4460,12979
362,4292,3782,1552
1211,1537,0,0
2897,8252,0,4965
8308,5781,4729,4609
11338,0,1615,1481
1710,2092,9413,8844
0,6772,0,3215
0,0,1973,9241
8492,11026,0,0
4296,770,4012,0
0,0,9715,0
1591,0,3893,4864
6467,1256,0,9395
0,0,9668,5886
2833,5044,19561,6798
1036,4510,4440,4689
0,0,5866,3345
0,14013,0,2728
8576,1823,0,7173
0,2895,14545,9522
0,3817,5120,1678
4869,0,0,8026
6318,4105,5228,7080
0,0,7136,2949
3684,2479,3971,0
8166,3887,0,2478
6312,0,5094,0
2539,966,0,0
0,15611,0,799
8557,10612,545,4104
8464,5868,4030,1182
9549,0,634,1403
5182,9593,0,3493
3592,0,0,2214
3653,3206,611,5228
0,0,4533,7087
0,9916,1733,9842
12191,0,340,0
5227,0,3419,2368
951,5076,8750,2610
0,9124,2841,0
7903,10036,0,2388
0,1148,3490,7159
4787,0,11916,4287
0,8589,3816,4508
8586,5083,654,4104
2494,586,3944,3892
420,0,0,0
0,4134,0,8032
3474,7330,3189,5912
0,10910,0,0
0,10516,5342,0
5718,5850,2935,0
4792,6001,5915,0
1334,3376,0,3183
1456,8324,0,4845
0,6642,0,6642
850,0,0,1015
0,1162,10813,6876
0,3685,0,4672
0,0,1405,0
1860,0,8090,6180
7426,640,0,2386
1404,0,4832,5191
3300,0,3825,0
11334,9725,0,3896
3521,0,0,8994
7002,7371,13615,2438
1706,1061,0,0
0,5823,1339,5527
8720,6726,1002,4984
0,0,3961,2116
9472,0,1308,4778
5085,0,651,3678
458,802,6578,5414
0,8364,11704,2615
0,0,3082,5861
3658,996,2573,948
7415,2099,8400,10302
2959,7942,555,6983
2773,0,3385,8896
3169,4105,2006,4895
0,0,0,3355
646,8971,4638,11287
3372,0,4904,0
0,3050,7782,0
0,6917,0,1536
4510,3738,5938,0
3619,6580,0,0
3541,0,3782,0
5145,1190,1183,0
0,3303,8127,6234
2960,4511,6737,3964
7425,0,11932,4173
1921,12750,7586,2719
14238,5160,5101,4788
2732,9627,2671,2167
3933,3618,2481,0
9764,4203,0,0
5807,0,12576,4520
3477,7405,0,0
7837,1697,0,4237
4976,4733,4517,0
3285,5190,5008,0
6052,5621,7221,588
1767,12566,5170,8297
3717,2273,1946,6966
13142,15253,10211,3175
2675,0,4278,282
3966,7992,4140,4908
0,2339,2405,6735
3143,3663,4400,0
6788,242,4099,340
0,1346,0,9695
1446,9388,0,5634
5787,0,6977,9259
3371,6092,0,912
0,0,10463,16120
6601,2321,6536,5884
5626,2193,1316,3491
0,3418,9700,1663
4954,1879,6785,1678
9007,2357,0,6483
6475,6351,4863,0
0,9073,565,0
850,0,6852,9471
3205,3978,3214,0
3103,4444,0,2533
1141,0,0,289
4689,8202,4650,322
9582,0,0,0
0,4952,4414,11246
4548,2245,0,0
3741,0,5156,3826
0,7110,11810,0
13559,7593,0,0
3474,5961,4731,4939
0,0,0,6286
4549,4308,5124,1559
3569,158,0,0
4182,0,5062,2825
0,6822,6358,372
0,1008,7026,0
0,0,0,10354
4038,1661,5098,6270
0,4354,0,959
0,1462,3969,2982
3039,7784,3840,0
1297,5245,0,2021
0,0,2581,14693
1705,9966,0,9763
3820,2375,0,592
4203,2146,2124,369
1507,5680,3311,1966
10055,1842,3235,853
0,3737,8465,2704
18053,0,4682,0
0,4560,0,4852
2741,3474,4623,919
0,1834,12448,6014
0,0,0,8250
0,4715,4522,5069
0,4820,0,2008
0,0,4363,3720
4616,10562,0,0
5063,0,0,0
0,0,3706,0
4153,1722,5005,12290
0,2246,0,8553
15281,0,13829,13297
261,0,1944,0
2444,6433,1622,286
5464,0,0,4357
8018,0,14774,0
5148,5071,3063,7131
6075,3375,4685,2378
6182,4650,6835,3589
6536,2469,9486,4118
9326,4560,10693,0
2694,8971,0,12897
4049,2029,12309,7778
0,9052,6022,248
3243,5530,4207,3120
7668,0,2332,5430
1538,4513,0,1270
8637,0,3140,3979
4704,601,5581,6602
3523,0,4988,3408
0,0,0,2408
2603,2539,3684,10081
2035,986,4058,0
1127,747,0,1742
7232,9227,6824,2353
6375,4666,2302,2968
1751,0,10224,0
4756,220,9146,7164
9433,934,10740,3389
0,0,4562,2571
1205,5328,14720,9692
0,7187,0,11138
5914,0,3893,2649
4709,651,610,5147
5078,1443,5208,7442
1228,0,8089,11214
2518,2886,3587,525
1248,1076,0,11588
2453,269,1237,503
2188,8905,2233,3475
1625,11956,3302,6817
0,2942,5280,3345
6290,3688,0,3251
0,4431,0,2992
3984,0,4034,11963
7302,6497,11828,2612
5028,0,5165,197
4290,0,1723,524
1903,8075,3505,344
682,4860,3596,9523
7116,4631,341,0
2847,4580,1914,0
0,1097,5981,0
1125,3977,6891,692
1078,365,0,0
2955,0,0,13783
0,561,7720,1648
0,7415,3980,0
7097,4395,4727,0
1374,4910,1936,0
0,0,4960,7710
3645,0,0,1402
9444,7247,5322,0
6569,3975,7251,0
3955,6811,0,1677
5938,0,6985,4921
2925,5617,6428,0
7421,6082,3375,0
0,3531,2797,8253
6677,0,0,4414
5691,0,1605,0
0,458,11818,5763
0,1110,0,1433
0,1013,5808,4276
0,7909,5017,0
7150,0,0,5000
2653,11794,3772,0
0,432,4820,7548
6551,0,3449,716
0,0,1015,5867
3447,8167,528,7249
0,4730,5128,0
0,1840,1189,844
7584,332,0,4428
4713,8848,4947,3688
8049,4955,12103,742
7401,15486,2046,7604
396,2369,742,1915
2824,2352,2558,4685
0,0,2619,2901
5050,581,3070,3446
6655,1789,5769,4419
3344,10366,0,2234
4849,6648,0,0
3809,4824,388,0
1108,6712,3400,5000
4154,7241,0,6624
2375,1930,0,952
4543,4892,3223,0
3300,963,5138,0
2670,4819,1836,4636
7915,3489,1748,2022
3099,6563,0,1892
3339,0,6199,5262
3025,3982,0,5543
3736,626,2885,2536
9213,14845,6459,324
0,5227,0,412
10061,2956,3814,4416
0,3821,1180,2397
1721,1701,0,4466
5385,4385,0,0
6838,7422,4615,5158
4364,0,1547,0
2250,0,1777,5388
0,6389,2215,0
3968,5597,7483,5929
9510,14788,0,4105
1329,965,0,1669
1120,0,0,10849
8932,2971,9437,0
5637,5235,0,4233
0,2180,4921,7049
1910,0,0,0
3883,1378,605,8574
4481,0,0,0
845,4158,0,2581
10874,0,2677,3692
2906,0,1529,5295
4160,5620,11336,0
0,346,4256,4903
0,295,5452,4033
0,2921,0,0
3494,0,3148,3723
4641,8641,0,8008
6560,9466,1914,0
5331,3162,6572,0
0,0,4891,7439
4542,0,10446,5839
0,613,4283,2891
0,2349,9090,0
11581,0,1738,2934
3732,2617,0,4866
0,295,1960,9395
0,2914,6084,13960
0,2781,4150,307
7143,11030,2064,4394
0,6980,15377,3317
3995,6399,1575,4766
3825,2385,4597,3883
0,2049,9871,1014
1919,487,0,0
7968,3664,4365,6399
6737,3566,0,4070
727,1902,0,8807
8617,656,7873,9800
1641,0,1830,4918
4322,1461,864,1529
0,0,2940,0
1758,0,275,0
0,2919,0,5272
9567,4301,851,3999
2564,2604,4771,0
1499,2489,4851,4063
2301,846,0,12174
1459,6270,8107,0
3123,0,5507,0
6036,0,12603,2054
1882,511,0,7060
3187,4979,0,0
4767,3263,4431,0
3772,4246,1628,2997
8557,433,3752,5571
3857,2808,0,4142
0,4405,2394,11481
10218,4215,0,0
1455,2170,0,3004
766,0,6365,5424
7641,3880,0,14726
5735,0,0,2293
0,2343,1150,5251
0,0,2778,0
2021,0,7187,1685
1676,3232,11263,1334
0,0,0,2410
6447,0,3303,5980
4346,504,1916,0
8137,2510,3805,10671
1583,0,0,4337
6452,4788,7241,2303
2283,1311,0,9433
3204,4380,2547,0
8905,0,7447,0
3894,0,0,0
0,11206,3672,4241
0,4861,0,0
3680,2451,4646,2692
3931,16860,514,6301
6759,0,0,1606
0,3491,2463,2048
2380,8699,4838,6414
555,4362,1115,4063
3480,4356,16512,0
3576,7932,6671,4728
0,0,1045,2141
4937,0,2073,7449
5878,4868,0,0
2455,6505,2736,12244
0,3978,0,10160
4296,0,4584,0
6754,12665,10384,10213
10174,0,5555,3484
1377,3069,0,466
2297,2055,0,4465
2523,5831,6453,4389
0,0,2255,3706
0,6002,0,0
6021,7493,2103,2428
0,4988,0,4304
0,1257,769,0
2681,3866,0,0
2899,0,489,5585
0,6716,5888,889
1546,4338,0,0
7624,7298,4711,0
898,317,1886,9851
8983,1952,5830,0
0,0,0,5632
0,3872,8238,0
18549,9321,6981,3367
958,231,4634,0
7164,5930,5041,442
6335,4727,4654,450
3350,10983,7412,0
1154,0,0,4513
2184,4468,4825,0
0,0,8411,3892
1190,4327,0,4030
0,3014,0,12079
0,3978,0,1388
0,5210,1144,4303
689,11391,5520,4544
3559,8195,0,7572
0,2406,0,0
0,0,5844,0
5846,0,0,0
18261,4652,2767,10008
14063,10170,8303,10509
4143,6721,0,8709
0,0,5897,0
0,5469,4626,0
3565,1507,0,3709
0,0,9435,1849
277,0,3618,2972
527,6327,4479,536
4118,2296,6879,0
2858,4659,3892,9653
6492,4196,0,0
6632,2774,5712,2016
4895,3377,1951,4988
0,3280,4428,3574
7576,4570,4392,4626
1817,1582,8439,5941
11813,0,0,9197
7516,2793,0,0
0,5326,0,5141
0,1558,5055,4131
3172,3426,3118,2723
3108,0,502,0
8664,3632,0,0
1560,0,0,4691
7853,8690,0,7495
0,0,2869,1550
0,4362,5944,1087
7094,2949,4969,0
5299,6373,2113,2629
11093,4925,1026,4093
4896,3062,0,1697
0,0,3795,1816
474,1905,0,1897
0,14203,0,6651
2578,4598,2875,10303
4896,0,10918,4253
3409,2017,8215,12014
5392,6287,0,372
0,0,0,5385
6596,4364,0,607
10347,3307,5793,0
0,16219,3253,7659
3954,4988,2868,0
5120,476,4619,0
5002,10500,0,3428
2161,7154,6466,689
416,3058,0,0
8101,0,2242,3717
0,4844,5525,0
0,5182,0,3412
0,0,1832,4717
661,6349,0,864
0,4621,0,2953
493,9413,0,2121
11212,0,0,2995
3644,2305,0,4770
0,14754,0,0
2084,6709,7186,3841
4150,2511,0,4613
3696,1321,4083,0
0,2141,0,1153
0,0,0,6450
11293,2243,0,1738
0,3853,4208,0
3443,2510,0,0
0,960,3188,4254
6106,0,0,1448
5231,979,4218,11396
6642,869,6390,603
0,7354,0,4803
0,0,2527,0
1374,0,0,6903
0,4994,0,6796
5867,3241,960,6705
7386,4930,4297,7652
3071,689,2919,1894
20290,0,4989,3713
0,0,2190,5780
1728,14940,6764,0
0,2955,3928,0
6070,0,3031,11247
6436,4547,8756,4458
3654,2787,15447,3676
5418,5628,1909,4355
3354,0,0,12611
4855,9299,2279,13272
6820,16713,6640,0
3242,2250,5486,376
7144,4060,9572,5483
1430,1417,3149,11306
0,0,8529,1708
0,0,4579,6035
10925,4264,0,3788
13590,0,7331,4763
0,5356,1783,0
3260,0,6530,8513
893,6866,3593,9850
0,4100,0,4500
18838,0,623,0
0,0,2537,4040
7951,4379,5027,13012
0,2815,3681,0
0,0,2830,3430
7104,0,0,435
0,4990,0,722
0,0,393,2765
2297,5860,5186,8998
1449,0,4641,4361
1747,1458,4419,0
12483,7630,6949,4629
2577,4722,0,2337
0,10083,2890,2934
0,0,0,2989
8399,0,11373,0
0,0,5077,5428
845,0,0,0
0,0,0,5730
3323,0,0,0
2610,8865,0,5612
7782,0,2783,0
0,6077,5843,0
6523,4218,6687,2388
0,0,0,12598
5150,400,6428,4641
6161,0,2857,3955
4267,4031,4795,3710
2983,3093,0,7411
0,193,7827,8699
2688,13121,8029,5273
0,0,2502,0
0,3429,0,0
0,0,1798,11356
3190,1453,0,2615
0,5225,0,0
0,3467,4402,5069
10095,0,4175,0
4732,9466,0,4330
10441,4650,5493,0
735,3325,754,2085
1510,0,0,1474
2230,2934,955,0
0,3615,5661,7580
11648,0,7228,3357
7668,0,2443,9491
13172,7845,0,2773
0,8148,0,1665
8593,928,0,0
11892,6855,4800,4419
4398,13344,3577,9557
4236,9951,5759,0
2367,3963,1741,3255
5841,7012,542,0
4372,0,0,1400
0,4647,0,1391
4076,2353,0,4406
3963,0,0,1683
6132,0,4541,5136
0,0,7380,0
3617,0,0,2375
9031,1911,0,0
0,4304,3785,3909
9094,8249,1095,1907
5550,1176,2071,4603
0,0,4937,4958
0,993,546,4641
9191,0,9105,5721
1320,0,1675,6932
0,926,0,11602
175,7204,2517,3743
0,2724,306,0
0,4516,1432,359
547,0,9667,4908
11353,2939,1590,0
3018,1673,5733,0
0,1110,12359,358
0,8090,2139,4782
5103,0,0,0
2735,0,0,1521
1006,7954,2307,2673
0,0,3935,0
7664,3471,1480,3321
2956,0,8800,1262
607,6362,6093,9841
2459,3959,0,3785
8486,9313,0,1765
0,3973,8036,5053
0,1983,779,3222
5909,3089,0,3409
9383,5517,0,7314
0,14927,746,10402
0,4339,8678,1442
2513,11855,1156,2351
1091,4565,382,6667
8950,0,412,0
8770,0,3502,0
313,0,0,0
1314,3618,4135,1039
7635,517,0,7406
0,12292,8496,417
3298,0,4722,4345
8226,0,2207,0
4272,0,0,0
7230,10812,0,4885
8070,3545,1249,4110
0,4926,8291,0
0,0,2387,5725
2174,7338,0,9959
0,3048,3415,2622
0,7802,975,8307
4977,0,6223,3607
0,3725,1718,3055
1524,2707,910,0
0,4033,0,0
0,0,0,5441
2206,6810,10073,1743
766,5498,2823,8077
3825,0,3925,4911
0,5072,3348,10857
0,4778,0,4534
5125,1975,5850,4148
4142,0,0,2253
4725,3582,3286,0
5555,1862,7725,3086
3679,7068,6432,5116
657,0,2304,0
0,2266,2574,0
2519,0,0,8327
2697,7545,0,0
8035,4844,0,6922
400,577,0,0
5246,2861,0,0
8615,2224,1188,1205
2059,1132,0,0
0,4090,8574,2547
803,5163,0,4419
4485,5242,0,2335
3789,3864,9625,0
6645,7277,7963,6537
4371,0,3903,4216
0,4188,4679,2062
2564,0,0,3436
3109,0,580,4846
3571,0,4717,3674
2886,7050,10715,4290
0,835,0,4624
0,3202,8865,2235
2942,1556,0,4879
3635,517,12472,2802
2484,2429,3603,0
0,2407,5133,0
3045,4220,5059,3286
6487,0,0,3470
0,5360,12172,0
6129,6621,3537,3104
0,5088,786,0
4116,9454,0,4137
5235,5630,2026,2289
1291,5894,6146,8885
6149,0,0,3480
4847,2893,8578,0
4988,0,1589,0
7847,946,0,3791
2985,0,8597,7050
6031,2164,0,0
1863,12904,0,7310
8365,2384,5916,481
9546,0,3053,3605
5979,4747,6662,758
2161,0,3243,0
0,0,1995,14231
1626,2533,7020,0
12764,337,9215,3287
4618,1209,0,1343
2695,0,11444,0
2947,0,0,302
3658,5220,4563,0
12850,7134,1069,4853
0,0,6199,0
12923,0,8540,5025
11307,7765,0,1815
12441,5731,5714,5286
2551,3320,4440,1335
0,5031,7831,2036
1750,4545,0,0
0,0,4392,3518
859,0,3465,0
8660,3730,3615,5256
1189,2497,16018,8565
4448,2752,567,0
1274,0,0,0
592,6226,0,1548
3561,3328,2655,0
2668,8713,4764,705
4404,4034,7776,7133
5261,0,1622,7222
562,2597,0,0
0,3799,0,4092
2499,3593,813,0
0,4900,0,2324
1286,11316,0,4019
0,8111,6956,0
2652,2644,5114,8808
4368,2711,2332,0
7814,2645,1861,0
0,3391,5981,1925
8558,5175,17885,4388
3905,3793,4725,0
0,167,9842,2167
11571,3211,0,1608
5112,9520,0,2439
1623,1797,5155,4066
1358,1100,323,2459
4506,4887,647,2555
3177,7946,6528,8036
0,0,2325,2000
0,9374,857,0
4076,825,3725,2524
2304,5277,1197,3886
0,6193,873,5077
2120,0,3966,2492
3033,4719,3065,3071
0,2309,0,6647
1693,1114,0,4251
0,1966,10392,0
0,0,4166,4570
0,1208,1971,0
4574,0,0,2756
2284,6430,0,815
288,10323,0,0
5376,6037,0,0
3567,3218,9192,3430
